Date,Close,High,Low,Open,Volume,Log_Ret,Volatilidad,RSI_14,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,SMA_50,SMA_200,MA_short,MA_long,signal,signal_change,ret,strategy_ret,cum_strategy,cum_buyhold
2020-01-16,9572.5,9579.5,9481.599609375,9516.7001953125,133841500,0.006371764052773285,0.00536509831793263,53.309937650936774,28.168403005927757,-21.19625295407463,49.36465596000239,9440.14203125,9228.806494140623,9583.79092684659,9583.79092684659,0,0.0,0.0063921069250545415,0.0,1.0,0.9877517548992629
2020-01-17,9681.2998046875,9709.900390625,9611.2998046875,9616.099609375,159823200,0.011301765248527535,0.005775041564968143,61.10972907271105,35.12684995152085,-11.390244806785233,46.51709475830609,9445.61001953125,9229.542495117186,9591.916666666666,9591.916666666666,0,0.0,0.011365871474275258,0.0,1.0,0.9989784143939378
2020-01-20,9658.7998046875,9680.900390625,9623.099609375,9676.599609375,99959200,-0.002326772933486143,0.005805031125193213,58.91771413220948,38.383446846766674,-6.506918329231532,44.890365175998205,9450.818007812499,9230.284995117185,9597.0615234375,9597.0615234375,0,0.0,-0.002324068095598708,-0.0,1.0,0.996656720532853
2020-01-21,9611.2998046875,9620.7001953125,9550.0,9593.400390625,126448800,-0.004929927417802726,0.005916358215805287,54.47521000776214,36.70831966387959,-6.545636409694893,43.253956073574486,9454.0980078125,9231.152993164062,9598.078543526786,9598.078543526786,0,0.0,-0.004917795270686476,-0.0,1.0,0.9917553668261186
2020-01-22,9573.7001953125,9632.7998046875,9557.0,9622.0,134567800,-0.003919693251499154,0.00579620972817997,51.18517477993201,31.9781706141639,-9.020628367528474,40.998798981692374,9457.698007812502,9231.982495117189,9596.4533203125,9596.4533203125,0,0.0,-0.0039120212811031285,-0.0,1.0,0.9878755987254466
2020-01-23,9518.5,9604.7001953125,9499.2998046875,9549.400390625,169141000,-0.005782502651345658,0.0059108485460173206,46.7236776425564,23.504355400835266,-13.995554864685687,37.49991026552095,9460.2980078125,9232.542495117188,9591.581237792969,9591.581237792969,0,0.0,-0.0057658161616056525,-0.0,1.0,0.9821796896326596
2020-01-24,9562.0,9639.900390625,9552.5,9576.7998046875,154731100,0.004559636840205338,0.006026253876101082,50.39321124032625,20.06755595562572,-13.945883447916188,34.01343940354191,9465.40400390625,9233.125493164063,9589.841164981617,9589.841164981617,0,0.0,0.0045700478016494905,0.0,1.0,0.98666829776409
2020-01-27,9366.2998046875,9482.7998046875,9357.7998046875,9447.099609375,164515500,-0.020678790058700425,0.007418199756502001,37.78436293042477,1.5348051294004108,-25.9829074193132,27.51771254871361,9468.84,9232.614492187502,9577.422200520834,9577.422200520834,0,0.0,-0.020466450043139517,-0.0,1.0,0.9664747003387518
2020-01-28,9484.2001953125,9488.0,9363.7998046875,9401.7998046875,154919400,0.012509156577517022,0.007852587290346493,46.473573200949524,-3.5974876347845566,-24.892160146798535,21.294672512013978,9475.0580078125,9232.54999511719,9572.515779194078,9572.515779194078,0,0.0,0.012587723336166867,0.0,1.0,0.9786404164780208
2020-01-29,9546.7001953125,9574.2998046875,9510.7001953125,9532.7001953125,187145800,0.006568288774262887,0.007880660746352465,50.42617142953698,-2.5917627333947166,-19.109148196326956,16.51738546293224,9480.76400390625,9232.796997070314,9571.225,9571.225,0,0.0,0.006589907289271446,0.0,1.0,0.9850895660921449
2020-01-30,9477.900390625,9528.400390625,9439.2998046875,9460.7998046875,164094200,-0.007232751542059701,0.007217153739864392,46.36718997355686,-7.262569378506669,-19.023963873151125,11.761394494644458,9485.162011718749,9232.437500000002,9566.780970982143,9566.780970982143,0,0.0,-0.007206658141551525,-0.0,1.0,0.9779903623505095
2020-01-31,9367.900390625,9545.099609375,9365.099609375,9519.2998046875,303553700,-0.011673820655306654,0.007561855499213566,40.72312126533716,-19.614197725777558,-25.100473776337616,5.486276050560056,9487.336015624998,9231.3675,9557.740944602272,9557.740944602272,0,0.0,-0.01160594598660325,-0.0,1.0,0.966639859029651
2020-02-03,9404.7001953125,9431.599609375,9361.5,9404.400390625,168665700,0.003920591785525959,0.007612077174256386,43.21349302281734,-26.132278846420377,-25.294843917584345,-0.8374349288360312,9490.92201171875,9230.755000000001,9551.086998980978,9551.086998980978,0,0.0,0.003928287359281413,0.0,1.0,0.9704370981688547
2020-02-04,9562.900390625,9577.2998046875,9462.400390625,9465.900390625,174133900,0.016681484105973775,0.008570209761550152,52.46011613726239,-18.321275211210377,-13.987072225899476,-4.334202985310901,9497.90001953125,9231.2875,9551.579223632812,9551.579223632812,0,0.0,0.016821396963972335,0.0,1.0,0.9867612058257184
2020-02-05,9717.7998046875,9721.900390625,9540.2001953125,9553.400390625,221922900,0.016068166116049717,0.009301466159148689,59.42650705952375,0.363894857955529,3.758478274613144,-3.394583416657615,9507.162011718749,9232.370498046876,9558.228046875,9558.228046875,0,0.0,0.016197953312820923,0.0,1.0,1.0027447177685862
2020-02-06,9811.2998046875,9816.2001953125,9757.0,9767.099609375,248416700,0.009575527422430787,0.00950089916554422,62.95527144139824,22.457815626015872,20.68191923413879,1.7758963918770823,9516.99,9233.896997070315,9567.961576021635,9567.961576021635,0,0.0,0.009621519467287065,0.0,1.0,1.012392645591316
2020-02-07,9811.0,9816.2001953125,9761.7998046875,9789.2998046875,179586900,-3.0557548351383464e-05,0.009493361242943432,62.93637006433486,39.488021943572676,30.169700441356476,9.318321502216202,9526.71400390625,9235.365996093751,9576.962999131945,9576.962999131945,0,0.0,-3.0557081474258396e-05,-0.0,1.0,1.0123617098267605
2020-02-10,9816.0,9820.400390625,9773.5,9790.599609375,132132500,0.0005095022273565344,0.009440806280710217,63.13515798503691,52.779630631759574,34.76904730363469,18.010583328124877,9535.78,9236.592998046877,9585.500034877232,9585.500034877232,0,0.0,0.000509632045663011,0.0,1.0,1.0128776417958905
2020-02-11,9882.599609375,9884.0,9817.7998046875,9863.400390625,167628300,0.006761888099395258,0.009485059448589971,65.76876499258279,67.90459624208597,39.91521033116887,27.9893859109171,9546.2519921875,9238.91499511719,9595.744847790947,9595.744847790947,0,0.0,0.006784801281071617,0.0,1.0,1.019749815317516
2020-02-12,9940.400390625,9946.599609375,9888.599609375,9897.900390625,199830200,0.005831705096211372,0.009486285742558515,67.91134392615439,83.59168750382742,44.48184127432825,39.10984622949917,9558.02,9241.568999023439,9607.233365885417,9607.233365885417,0,0.0,0.005848742591490597,0.0,1.0,1.0257140694950282
2020-02-13,9909.7998046875,9910.099609375,9794.2998046875,9893.900390625,161753500,-0.0030831538097104063,0.009503243483652975,65.57137926475565,92.48845941469335,42.702890548155345,49.78556886653801,9573.089999999998,9244.462998046876,9616.99357358871,9616.99357358871,0,0.0,-0.0030784057719003277,-0.0,1.0,1.0225565053831753
2020-02-14,9956.7998046875,9969.7001953125,9905.2001953125,9910.900390625,127061800,0.004731568422318531,0.009265592796513365,67.427761398655,102.15415296976244,41.89486728257954,60.259285687182896,9589.5119921875,9248.071499023437,9627.612518310547,9627.612518310547,0,0.0,0.004742779967943367,0.0,1.0,1.0274062658929968
2020-02-17,10022.2001953125,10022.2001953125,9955.2001953125,9979.2001953125,105784200,0.00654693670616162,0.009290020489838222,69.86286211461439,113.77996508732576,42.816543520114294,70.96342156721147,9604.539999999999,9252.047499999999,9639.56972064394,9639.56972064394,0,0.0,0.006568414742476936,0.0,1.0,1.0341546963564014
2020-02-18,10005.7998046875,10041.5,9967.7998046875,9977.400390625,184042000,-0.0016377465838605272,0.0091922797831529,68.4802723636483,120.28357629667153,39.456123783568046,80.82745251310348,9619.78798828125,9256.600498046875,9650.341193704044,9650.341193704044,0,0.0,-0.001636406208755492,-0.0,1.0,1.0324623991904702
2020-02-19,10083.599609375,10100.2001953125,10020.7001953125,10042.0,151866100,0.007745397662263961,0.009166191541688953,71.37435688123846,130.21449740389107,39.509635912630074,90.704861491261,9633.805976562498,9261.43099609375,9662.720005580357,9662.720005580357,0,0.0,0.007775470847523058,0.0,1.0,1.0404902804765395
2020-02-20,9931.0,10050.2998046875,9931.0,10048.7001953125,178849000,-0.01524912508016859,0.009841113315945227,59.78005368612323,124.33801949041481,26.90652639932304,97.43149309109177,9645.333984375,9265.851997070313,9670.17222764757,9670.17222764757,0,0.0,-0.01513344592075272,-0.0,1.0,1.024744077085879
2020-02-21,9886.2001953125,9946.400390625,9843.5,9893.0,194954500,-0.004521312855843884,0.009931757803882522,56.85983470188828,114.7432102726998,13.849373745286414,100.89383652741338,9656.635996093752,9269.644999999999,9676.010821368243,9676.010821368243,0,0.0,-0.004511107107793788,-0.0,1.0,1.0201213467960673
2020-02-24,9483.5,9676.7998046875,9459.599609375,9649.7998046875,256063800,-0.041586418623137604,0.013025945907608062,38.60456694585617,73.79406256696711,-21.679819168357028,95.47388173532414,9658.455996093751,9271.177001953125,9670.94474712171,9670.94474712171,0,0.0,-0.040733566725003056,-0.0,1.0,0.9785681658487496
2020-02-25,9250.7998046875,9518.900390625,9248.0,9507.0,263346200,-0.024843433284199315,0.013881520495105014,32.175998917731555,22.307460464133328,-58.53313701695265,80.84059748108598,9654.101992187501,9270.909501953125,9660.171799879809,9660.171799879809,0,0.0,-0.024537374947276813,-0.0,1.0,0.9545566718518499
2020-02-26,9316.7998046875,9362.7998046875,9030.7001953125,9213.0,299256300,0.007109187979202931,0.01389806289867229,35.45879926677212,-13.020304265597588,-75.08872139734686,62.06841713174927,9649.163984375002,9271.093002929689,9651.5875,9651.5875,0,0.0,0.007134518246363575,0.0,1.0,0.961366973844365
2020-02-27,8985.900390625,9204.400390625,8877.400390625,9182.2001953125,341792600,-0.03616247550230532,0.015915917617163298,28.11211559533505,-66.94690733501011,-103.21225957340751,36.2653522383974,9635.27,9270.024003906252,9635.351229039634,9635.351229039634,0,0.0,-0.03551642420136758,-0.0,1.0,0.9272226565881234
2020-02-28,8723.2001953125,8818.599609375,8582.7001953125,8748.099609375,497983900,-0.029670560164910865,0.016928562876038313,23.881711581104117,-129.3903081426979,-132.52452830487624,3.1342201621783374,9617.41599609375,9267.44450683594,9613.633347284227,9613.633347284227,0,0.0,-0.029234710367652794,-0.0,1.0,0.900115570776444
2020-03-02,8741.5,8913.5,8541.099609375,8910.2001953125,355485000,0.0020956341855391603,0.016890966497752312,24.731425532124202,-175.37885360792097,-142.81045901607945,-32.56839459184153,9599.81,9264.991005859378,9593.35117641715,9593.35117641715,0,0.0,0.002097831561556296,0.0,1.0,0.9020038616298671
2020-03-03,8811.599609375,9014.2998046875,8776.400390625,8860.2001953125,351219900,0.007987191277091932,0.016446011472021935,28.04501315494042,-203.81915425180887,-137.00060772797386,-66.81854652383501,9583.69798828125,9263.479003906252,9575.584095348011,9575.584095348011,0,0.0,0.00801917398329799,0.0,1.0,0.9092371875298837
2020-03-04,8910.0,8963.7001953125,8745.900390625,8827.7998046875,321258300,0.011105250550059443,0.016160797380890053,32.534846191665835,-215.92911186594574,-119.28845227368858,-96.64065959225717,9568.387988281253,9262.156005859375,9560.793337673611,9560.793337673611,0,0.0,0.011167142742199543,0.0,1.0,0.919390768989546
2020-03-05,8683.0,8962.5,8639.900390625,8960.7998046875,342803500,-0.025807150404209864,0.01649068175815838,28.1682513400748,-241.06450188424606,-115.53907383359112,-125.52542805065494,9548.855996093751,9259.489003906252,9541.710873811142,9541.710873811142,0,0.0,-0.02547699214365884,-0.0,1.0,0.8959674575910469
2020-03-06,8375.599609375,8542.0,8310.400390625,8532.599609375,345901100,-0.036044420780934616,0.017713042397775217,23.557367878628874,-282.5322659440644,-125.6054703147276,-156.92679562933682,9523.131992187498,9255.408002929691,9516.899995844415,9516.899995844415,0,0.0,-0.03540255564033168,-0.0,1.0,0.8642479198217533
2020-03-09,7708.7001953125,8022.89990234375,7621.39990234375,7884.0,598769200,-0.08297308379429522,0.02425364988571522,17.04041012425967,-365.0014672159268,-166.45973726927198,-198.54172994665484,9483.295996093748,9248.549003906253,9479.229166666666,9479.229166666666,0,0.0,-0.07962408008568411,-0.0,1.0,0.7954329742399802
2020-03-10,7461.5,8007.7001953125,7440.60009765625,7815.60009765625,506034000,-0.03259312011389262,0.024240710962092023,15.345761220358597,-445.1742021152113,-197.30597773484516,-247.86822438036614,9440.274003906248,9240.067504882816,9438.051020408164,9438.051020408164,0,0.0,-0.03206768833256968,-0.0,1.0,0.7699252775326035
2020-03-11,7436.39990234375,7717.10009765625,7364.60009765625,7589.2998046875,369150100,-0.003369618747654995,0.023928805387103166,15.180678295861886,-504.9166751158282,-205.63876058836962,-299.27791452745856,9398.017998046875,9232.228503417971,9398.017998046875,9398.017998046875,0,0.0,-0.0033639479536621275,-0.0,1.0,0.767335288970775
2020-03-12,6390.89990234375,7077.7001953125,6347.0,7040.7998046875,723609100,-0.15151175938011657,0.03867286546973566,10.239536435551496,-629.3711291748223,-264.07457171789093,-365.29655745693134,9332.011992187501,9219.069003906252,9332.0119921875,9339.054898131128,-1,-1.0,-0.14059222388920845,-0.0,1.0,0.6594539142257053
2020-03-13,6629.60009765625,7140.5,6468.2998046875,6763.7001953125,473165800,0.036669397021419574,0.04045037602272781,16.89072215872226,-700.6642484932663,-268.29415282906797,-432.37009566419835,9271.672001953126,9206.629006347659,9271.672001953126,9286.949998121996,-1,0.0,0.03735001313742381,-0.03735001313742381,0.9626499868625762,0.684084526585561
2020-03-16,6107.2001953125,6362.5,5814.5,6331.0,583614700,-0.08207605029351107,0.04216817398242442,14.379462418053347,-790.208829929802,-286.27098741248295,-503.9378425173191,9201.797998046877,9191.412507324223,9201.797998046875,9226.954718823703,-1,0.0,-0.07879810164242529,0.07879810164242529,1.0385049783734528,0.6301799645276616
2020-03-17,6498.5,6557.2998046875,6083.0,6444.5,388451800,0.0621029460499834,0.046222111107717,23.548441590332747,-820.1448129613627,-252.96557635523482,-567.1792366061279,9140.172001953124,9178.059006347657,9140.172001953126,9176.427779586227,-1,0.0,0.06407188108682549,-0.06407188108682549,0.9719660108910326,0.6705567802781778
2020-03-18,6274.7998046875,6524.2001953125,6174.10009765625,6370.5,398609500,-0.035029800166048466,0.045781315166296264,22.091916895631506,-852.0975809117454,-227.9346754444939,-624.1629054672514,9073.839990234374,9163.252507324221,9073.839990234375,9123.670907315342,-1,0.0,-0.03442335851542666,0.03442335851542666,1.0054243453487437,0.6474739638257119
2020-03-19,6395.7998046875,6506.39990234375,6228.2998046875,6368.2001953125,346225500,0.019099913528264283,0.046749802455124494,24.801295700277734,-857.768865420885,-186.88476796290684,-670.8840974579782,9010.119990234376,9148.761008300782,9010.119990234374,9074.958923339844,-1,0.0,0.019283483739132024,-0.019283483739132024,0.9860362613342838,0.6599595174786563
2020-03-20,6443.2998046875,6769.89990234375,6371.10009765625,6645.39990234375,486796200,0.007399306518788457,0.04705935204747363,25.89085763016458,-848.6478619403433,-142.21101158589204,-706.4368503544513,8947.513994140625,9134.567009277343,8947.513994140625,9028.789465117872,-1,0.0,0.007426749030697843,-0.007426749030697843,0.9787132174861864,0.6648608711853907
2020-03-23,6230.2001953125,6472.0,6148.0,6223.7001953125,282033200,-0.03363233455838394,0.04691320295763509,24.197000329111074,-848.829974924929,-113.91449965638219,-734.9154752685469,8881.239990234373,9119.525510253907,8881.239990234375,8980.537925983297,-1,0.0,-0.03307305508583813,0.03307305508583813,1.0110822536413449,0.6428718909682579
2020-03-24,6717.2998046875,6717.2998046875,6403.60009765625,6433.2998046875,301211900,0.07527779264509628,0.05159100470583864,34.71146400736781,-800.4424310746772,-52.421564644904265,-748.0208664297729,8825.019990234377,9106.876511230468,8825.019990234376,8942.177957825741,-1,0.0,0.07818362076735275,-0.07818362076735275,0.9320321821580496,0.6931339430937111
2020-03-25,6942.39990234375,7058.10009765625,6625.7998046875,6985.89990234375,322631900,0.03296126298808534,0.05251607232138075,38.92736112888625,-735.4534082328164,10.053966557565332,-745.5073747903817,8773.633984375001,9095.617509765625,8773.633984375,8908.848323567709,-1,0.0,0.033510503357192745,-0.033510503357192745,0.9007993145888307,0.7163612104207372
2020-03-26,7033.2001953125,7033.2001953125,6759.10009765625,6789.0,248806600,0.012994300063014637,0.052609374830279755,40.593769057124554,-668.911519008976,61.27668462512463,-730.1882036341007,8722.84798828125,9085.125009765625,8722.84798828125,8878.099993596312,-1,0.0,0.013079092856361552,-0.013079092856361552,0.8890176767083765,0.7257305652105256
2020-03-27,6777.89990234375,6936.7001953125,6661.89990234375,6916.7001953125,225316500,-0.036974517004973735,0.052761792211744346,37.49587292177259,-629.5204722583585,80.53418510059373,-710.0546573589522,8664.779990234374,9072.81100830078,8664.779990234376,8844.225798576108,-1,0.0,-0.036299306983882396,0.036299306983882396,0.9212884022693117,0.6993870486363623
2020-03-30,6659.89990234375,6789.10009765625,6507.0,6748.60009765625,232005200,-0.017562850292113536,0.052656306773545075,36.12368101846339,-600.8976239807134,87.32562670259108,-688.2232506833045,8604.8019921875,9059.954506835937,8604.8019921875,8809.553958953373,-1,0.0,-0.017409522374208675,0.017409522374208675,0.9373275933217182,0.6872110541648957
2020-03-31,6785.39990234375,6802.0,6624.7001953125,6746.7998046875,258181200,0.01866877596984971,0.05294017690359874,38.6933965042925,-561.61308331896,101.2881338914757,-662.9012172104357,8548.283994140626,9047.839006347656,8548.283994140626,8777.926551818848,-1,0.0,0.018844127065007932,-0.018844127065007932,0.9196644730516257,0.700160946590057
2020-04-01,6579.39990234375,6687.7998046875,6565.2001953125,6627.2998046875,235113700,-0.03082968980456486,0.05276265539971088,36.12445264166894,-540.8674963809035,97.62697666362578,-638.4944730445293,8488.397988281251,9034.600004882814,8488.39798828125,8744.103064903846,-1,0.0,-0.030359301288763407,0.030359301288763407,0.9475848438735719,0.6789045494619037
2020-04-02,6574.10009765625,6658.89990234375,6424.5,6633.7001953125,233309800,-0.0008058395064884737,0.05279332188707432,36.058124440180165,-518.8728756907631,95.69727788301293,-614.570153573776,8429.509990234375,9021.508005371094,8429.509990234375,8711.224232066761,-1,0.0,-0.0008055149050314458,0.0008055149050314458,0.948348137589094,0.6783576817282185
2020-04-03,6581.60009765625,6632.5,6509.39990234375,6563.60009765625,215387500,0.001140190290318837,0.052627345326068435,36.23654908510465,-495.1292512105583,95.55272189057416,-590.6819731011325,8369.9019921875,9008.617006835937,8369.9019921875,8679.438797224813,-1,0.0,0.0011408405543860134,-0.0011408405543860134,0.9472662235740559,0.6791315796819134
2020-04-06,6844.2998046875,6874.89990234375,6728.60009765625,6807.89990234375,225965400,0.03913826883758988,0.051025408929648235,42.30895613508277,-449.92809584368297,112.60310180595957,-562.5311976496425,8319.4619921875,8997.051503906248,8319.4619921875,8652.451459099264,-1,0.0,0.0399142614460577,-0.0399142614460577,0.9094567918673012,0.7062386151096115
2020-04-07,7002.0,7119.10009765625,6903.60009765625,6986.89990234375,260857500,0.022779661984533323,0.051005735751656345,45.65481385730404,-396.80662696044874,132.57965655135501,-529.3862835118038,8269.817988281251,8986.322504882814,8269.81798828125,8628.531872735508,-1,0.0,0.023041099865978243,-0.023041099865978243,0.8885019071020945,0.7225111295695622
2020-04-08,6951.7998046875,6952.5,6860.60009765625,6930.2001953125,155910100,-0.0071952317781066415,0.05101366480150969,44.76480640781416,-354.66980364996107,139.77318388947418,-494.44298753943525,8217.91998046875,8975.087504882813,8217.91998046875,8604.578557477678,-1,0.0,-0.0071694080709082675,0.0071694080709082675,0.8948719398458898,0.7173311524459052
2020-04-09,7070.60009765625,7116.7998046875,6918.7001953125,7049.2998046875,240348600,0.01694476499424334,0.03734130152762038,47.37914454107807,-308.1378554217299,149.04410569416427,-457.1819611158942,8169.773974609375,8964.11750732422,8169.773974609375,8582.973227057659,-1,0.0,0.0170891418490855,-0.0170891418490855,0.8795793463290971,0.7295897262628213
2020-04-14,7108.60009765625,7209.7001953125,7080.2998046875,7209.7001953125,259986200,0.005359976649288472,0.036594937114959175,48.22331640866379,-265.1383192836947,153.6349134657596,-418.77323274945434,8124.587968749999,8953.253007812502,8124.58796875,8562.495822482639,-1,0.0,0.005374367023330384,-0.005374367023330384,0.8748521640957835,0.7335108092282088
2020-04-15,6839.5,7086.7998046875,6816.39990234375,7065.60009765625,289924500,-0.03859070285053716,0.032281212640792846,42.96655304803653,-249.89437916768384,135.10308286541647,-384.9974620331003,8073.28396484375,8940.478505859377,8073.28396484375,8538.893139982876,-1,0.0,-0.03785556846065574,0.03785556846065574,0.9079701900866644,0.7057433405728393
2020-04-16,6763.39990234375,6950.89990234375,6733.10009765625,6930.7998046875,237962600,-0.011188921792808107,0.029584215903941054,41.5859647866289,-241.17398511013835,115.0587815383696,-356.23276664850795,8017.293955078126,8927.290505371095,8017.293955078125,8514.899988122888,-1,0.0,-0.011126558616309623,0.011126558616309623,0.9180727736285255,0.6978908459258855
2020-04-17,6875.7998046875,7000.2998046875,6845.0,6942.5,251272600,0.01648226425893604,0.028409951271332876,44.426292407095936,-222.6269720848095,106.88463565095878,-329.5116077357683,7960.453955078125,8914.994504394534,7960.453955078125,8493.045319010416,-1,0.0,0.016618846137546717,-0.016618846137546717,0.9028154634605222,0.70948898651513
2020-04-20,6831.5,6933.2998046875,6715.0,6932.5,186644500,-0.006463703217084444,0.028296829195442855,43.52795384568024,-209.09266456613477,96.3351545357068,-305.4278191018416,7900.857958984376,8902.72850341797,7900.857958984375,8471.182880602384,-1,0.0,-0.006442858423146514,0.006442858423146514,0.9086321756738258,0.7049178494222313
2020-04-21,6634.89990234375,6760.89990234375,6634.89990234375,6741.2998046875,200783000,-0.02920068743443659,0.02918692646595819,39.69203074882318,-211.78923866435343,74.91086434999056,-286.700103014344,7837.3359570312505,8889.533500976564,7837.33595703125,8447.33504971591,-1,0.0,-0.028778467050611156,0.028778467050611156,0.9347812168025801,0.684631394319246
2020-04-22,6719.7998046875,6729.60009765625,6654.2001953125,6685.10009765625,177928500,0.012714781760207412,0.028072252552924278,42.06635820168697,-204.7157448088774,65.58748656437331,-270.3032313732507,7775.411953125,8876.867998046875,7775.411953125,8425.187161959135,-1,0.0,0.012795958280208408,-0.012795958280208408,0.9228197953512518,0.693391909078276
2020-04-23,6746.5,6797.60009765625,6713.60009765625,6758.7001953125,163723500,0.00396548876652858,0.02248643983023581,42.828676052829046,-194.71096059736374,60.473816620709556,-255.1847772180733,7712.6899609375005,8864.198999023438,7712.6899609375,8403.937957377373,-1,0.0,0.003973361720370772,-0.003973361720370772,0.9191530985016028,0.6961470059470224
2020-04-24,6613.89990234375,6710.7998046875,6578.10009765625,6641.2998046875,182925300,-0.01985037165231336,0.0215189097318232,40.01277117896859,-195.23131169086628,47.96277242176561,-243.19408411263188,7646.159951171876,8850.802497558594,7646.159951171875,8381.562481689452,-1,0.0,-0.019654650212147073,0.019654650212147073,0.937218731144063,0.6824644800489001
2020-04-27,6731.7998046875,6790.10009765625,6667.2998046875,6780.89990234375,147263100,0.017669057784198503,0.021719646194954215,43.5656557495136,-184.00901550375602,47.348054887100716,-231.35707039085673,7582.599951171876,8837.843498535156,7582.599951171875,8361.195041232639,-1,0.0,0.017826079028194775,-0.017826079028194775,0.9205117959759844,0.6946301458041877
2020-04-28,6836.39990234375,6857.89990234375,6707.89990234375,6724.60009765625,233782400,0.015418724986874955,0.020424399516729506,46.588135268977446,-164.77548203411152,53.26527068539616,-218.04075271950768,7520.191953125,8825.14,7520.191953125,8342.599978563263,-1,0.0,0.015538206822997669,-0.015538206822997669,0.9062086933071005,0.7054234526751821
2020-04-29,7055.7001953125,7055.7001953125,6816.7998046875,6829.39990234375,247762400,0.03157456546786811,0.02109067207257143,52.350136536394196,-130.3346505941854,70.16488170025784,-200.49953229444324,7460.861953125,8813.9975,7460.861953125,8327.09516189759,-1,0.0,0.03207833013009753,-0.03207833013009753,0.877139031676431,0.7280522590716099
2020-04-30,6922.2998046875,7128.39990234375,6918.2998046875,7084.7998046875,314979200,-0.019087772341184358,0.021292484800696926,48.89472194723319,-112.50742463733059,70.39368612569015,-182.90111076302074,7399.1919531250005,8802.480498046876,7399.191953125,8310.371407645089,-1,0.0,-0.018906754387555402,0.018906754387555402,0.8937228839120755,0.7142871538280381
2020-05-04,6673.2998046875,6767.7001953125,6673.2998046875,6767.7001953125,241555200,-0.03663359520040838,0.021783006085664174,43.167242026752234,-117.12133678352893,52.62381918359347,-169.7451559671224,7330.98595703125,8789.994497070315,7330.98595703125,8291.111741727942,-1,0.0,-0.0359707043938472,0.0359707043938472,0.9258707255792933,0.6885937417653673
